post_id,implicit_class,confidence,explanation
4831,stereotypical,0.85,"The post labels a group as ""jihad enablers"" and accuses them of being filled with hate. This generalization contributes to stereotyping and misinformation about a protected class, fitting the category of ""Stereotypes and Misinformation."" The confidence level is 0.85 as the post clearly uses derogatory language to perpetuate a negative stereotype."
2974,white_grievance,0.85,"The post expresses frustration and sarcastically dismisses the idea that the success of southern friends is attributable to slavery. This aligns with the ""white_grievance"" category, as it reflects a sense of resentment and victimhood among the majority group. The confidence level is 0.85 because the post implies a dismissal of historical injustices and a sense of grievance, but there could be some nuance in interpretation."
2106,white_grievance,0.8,"The post asserts that being American is synonymous with being white and Christian, implying a sense of exclusion and grievance towards other racial and religious groups. This aligns with the ""white grievance"" category, which includes frustration over perceived privileges of minority groups and the idea that majority groups are the real victims of racism. The confidence level is 0.8 as the post suggests a sense of white victimhood and exclusion."
14395,white_grievance,0.85,"The post expresses admiration for someone who stood up for the white race, implying a sense of white victimhood and a need to defend the white race. This aligns with the ""white grievance"" category, which includes frustration over perceived privileges of minority groups and the idea that majority groups are the real victims of racism. The confidence level is 0.85 as the post clearly expresses sentiments of white grievance, but there is some room for interpretation based on the broader context."
20959,irony,0.85,"The post uses a derogatory joke to demean a protected class, specifically black individuals, by playing on the stereotype of absent fathers. This fits the ""irony"" class, as it uses humor to attack and belittle a specific group. The confidence level is 0.85, reflecting the clear use of irony to convey a hateful message, although there is a small degree of uncertainty due to the lack of explicit malicious intent."
11095,irony,0.85,"The post uses sarcasm to mock the idea of identifying someone as Jewish, implying a derogatory attitude towards Jews. The sarcastic tone and the use of ""ta-da!"" indicate that the post is using irony to demean a protected class. The confidence level is 0.85 as the ironic intent is clear, but there is some room for interpretation based on the broader context."
4358,white_grievance,0.85,"The post suggests a perceived attack on ""white male heroes"" in America, which aligns with the ""white grievance"" category. The language implies a sense of frustration and victimhood among the white male population, fitting the narrative of white grievance where majority groups are cast as the real victims of racism or cultural shifts."
19123,threatening,0.8,"The post implies a threat to withhold funds from sanctuary cities, which is a form of retribution or punishment. This aligns with the ""threatening"" class, as it conveys a speaker's commitment to causing damage or loss to the target. The confidence level is 0.8, as the threatening nature is somewhat implicit but can be reasonably inferred from the context."
18126,stereotypical,0.9,"The post generalizes that ""blacks hate your white guts,"" which is a clear stereotype attributing negative emotions and intentions to an entire racial group. This fits the ""stereotypical"" class as it perpetuates a negative stereotype about a protected class. The high confidence level reflects the direct and explicit nature of the stereotyping in the post."
7117,other,0.7,"This post does not neatly fit into any of the defined implicit hate speech categories. While it mentions various groups, including those associated with white supremacy and extremist ideologies, the overall message is one of individual rebellion rather than a clear expression of hate, grievance, or incitement. The poster disavows several extremist groups and expresses a personal stance that is more aligned with a general sense of rebellion. The confidence level is lower at 0.7 due to the complexity and mixed messages within the post."
18227,stereotypical,0.8,"The post generalizes a single individual's behavior to imply that Muslims are racist. This kind of generalization contributes to stereotyping and misinformation about a protected class, fitting the category of ""Stereotypes and Misinformation."" The confidence level is 0.8 as the post does not provide specific context or details, but the generalization itself is a clear indicator of stereotyping."
9281,threatening,0.9,"The post equates a ""race problem"" with a ""white problem"" and suggests that diversity is the ""final solution"" to this problem, using a hashtag #chasingdownwhites that explicitly threatens white people. The language and historical connotations of ""final solution"" add to the threatening nature of the post. The confidence level is high at 0.9 due to the clear and direct threats conveyed."
4034,other,0.8,"This post discusses different labels and ideologies related to white nationalist movements but does not explicitly fit into any of the specified categories of implicit hate speech. It neither expresses grievance, incites violence, uses inferiority language, employs irony, perpetuates stereotypes, nor makes threats. Instead, it seems to be a discussion or inquiry about different ideological labels."
19481,stereotypical,0.85,"The post perpetuates a stereotype by associating illegal immigration with criminal behavior and prison overpopulation. The term ""illegal aliens"" is derogatory and dehumanizing, and the post insinuates that immigrants are a burden on the criminal justice system. This fits the category of ""Stereotypes and Misinformation,"" as it contributes to negative perceptions of a protected class."
20128,threatening,0.8,"The post suggests that ""illegals"" should be removed from Baltimore and that certain prosecutors should be fired, conveying a commitment to the targets' loss or violation of rights. This aligns with the ""threatening"" class, as it implies punitive actions against specific groups. The confidence level is 0.8, reflecting the threatening language and intent, although it is somewhat indirect."
19953,other,0.8,"This post does not fit neatly into any of the defined categories of implicit hate speech. While it discusses a protected class (LGBTQ+ individuals) and implies that their rights are not addressed in the Constitution, it does not explicitly use inferiority language, stereotypes, irony, incitement, or threatening language. Instead, it seems to be questioning the legal basis for same-sex marriage, which is more of a political or legal argument rather than implicit hate speech."
18300,white_grievance,0.9,"The post mentions ""white genocide"" and the need to stop non-white immigration, which are key phrases often associated with white grievance. The primary message is about the perceived threat to white people, which is a core aspect of white grievance. The language and intent clearly fit the criteria for the white grievance category."
20580,threatening,0.95,"The post advocates for forcibly removing individuals from a country without permission, using phrases like ""throw them back"" and describing other countries as ""uncivilized."" This language conveys a clear threat to the rights and safety of the targeted individuals, fitting the ""threatening"" category. The high confidence level reflects the explicit and forceful language used."
21402,threatening,0.9,"The post ""Go back to China"" conveys a clear message of exclusion and a threat to remove or displace someone based on their perceived national origin or ethnicity. This aligns with the ""threatening"" class, as it implies a violation of rights and freedoms by suggesting that the target does not belong and should leave. The high confidence level of 0.9 reflects the direct and unmistakable nature of the threatening language used."
19533,other,0.8,"This post does not clearly fit into any of the defined categories of implicit hate speech. It expresses a sentiment about immigration laws and makes a comparison to Japan, but it does not explicitly target a protected class with hateful language or intent. Therefore, it is classified as ""other."""
21196,inferiority,0.95,"The post dehumanizes Black individuals by implying that they are not people, which is a clear indication of inferiority language. The use of the term ""negro"" and the denial of their humanity fit the criteria for the ""inferiority"" class, which includes dehumanization and declarations of superiority of the in-group. The high confidence level reflects the explicit and derogatory nature of the post."
19812,stereotypical,0.85,"The post employs a stereotype about immigrants having multiple children to anchor their status in the U.S. This perpetuates a negative stereotype about immigrants' motives and behaviors, fitting the ""stereotypical"" class of implicit hate speech. The confidence level is 0.85 as the post clearly uses a derogatory stereotype to make its point."
10017,white_grievance,0.8,"The post expresses frustration and grievance towards the Southern Poverty Law Center (SPLC) and the media, suggesting that the speaker feels victimized by these entities. This aligns with the ""white grievance"" category, as it implies that the speaker is being unfairly targeted or harmed, fitting the narrative of majority groups being cast as victims. The confidence level is 0.8 because while the post clearly expresses grievance, there could be other interpretations without additional context."
5539,white_grievance,0.95,"The post expresses a sense of grievance and victimhood, claiming that whites are the most oppressed group in the US. This narrative fits the ""white grievance"" category, which includes frustration over perceived privileges of minority groups and the idea that majority groups are the real victims of racism. The hashtag ""#noguilt"" further emphasizes this sentiment. The confidence level is high at 0.95 due to the clear expression of white grievance in the post."
16318,stereotypical,0.85,"The post perpetuates a stereotype about black people by implying that even middle-class blacks have certain preferences or behaviors that differ from the mainstream, specifically that they do not vacation in trailer parks. This fits the ""stereotypical"" class as it associates a protected class with negative or dismissive attributes. The confidence level is 0.85 as the stereotype is implied rather than explicitly stated."
20008,inferiority,0.85,"The post dehumanizes Jews by comparing them to lice, which is a clear example of inferiority language. This comparison is often historically associated with anti-Semitic rhetoric and is a known early warning sign of genocide. The confidence level is 0.85 as the intent to dehumanize and imply inferiority is evident."
19668,other,0.8,"This post discusses the issue of illegal immigration in Arizona but does not explicitly fit into any of the defined classes of implicit hate speech. It does not express white grievance, use irony, promote stereotypes, incite violence, convey inferiority, or make a direct threat. Instead, it seems to be a general statement about the significance of Arizona in the context of immigration debates."
9468,other,0.8,"This post does not fit neatly into any of the specified classes of implicit hate speech. While it mentions racist groups and political affiliations, it does not explicitly express white grievance, use irony, promote stereotypes, incite violence, or convey threatening language. Instead, it seems to be making a political commentary that does not directly target a protected class with hate speech. Therefore, the most appropriate classification is ""other."""
21098,stereotypical,0.85,"This post perpetuates a stereotype about Jewish people by implying that they have tattoos of numbers from the Holocaust on their arms. This falls under the ""stereotypical"" class as it associates a protected class with a negative or misleading attribute, reinforcing a harmful stereotype."
998,stereotypical,0.85,"The post suggests that assuming black people are harmless or ""just like us"" is prejudiced and baseless, implying that black people are inherently different and potentially harmful. This aligns with the ""stereotypical"" class, as it perpetuates negative stereotypes and misinformation about a protected class. The confidence level is 0.85 because the post clearly insinuates a negative stereotype, but there is a small degree of interpretation involved."
18271,incitement,0.85,"The post suggests that immigrants are in conflict with white America and expresses a desire for ""violent extra-political activities."" This aligns with the ""incitement"" class, as it promotes the idea of violent actions and elevates the notion of conflict between different groups. The confidence level is 0.85 because the post clearly implies a call to violent action, fitting the criteria for incitement."
12309,white_grievance,0.9,"The post expresses frustration and grievance over the perceived lack of condemnation for a crime committed by a Somali individual against a white woman. The question ""why are they even here?"" further suggests a sense of victimhood and resentment towards the presence of Somali immigrants, aligning with the ""white_grievance"" category."
5918,stereotypical,0.85,"The post generalizes Muslims by referring to ""jihads"" and their actions, and expresses confusion or disbelief that others do not condemn these actions. This aligns with the ""stereotypical"" class as it perpetuates negative stereotypes about Muslims by associating them with violent or extremist behaviors. The confidence level is 0.85 because the post clearly relies on stereotypes, but there is some room for interpretation based on the broader context."
6136,other,0.7,"This post presents a trade-off between security and free speech, suggesting that restricting free speech may be necessary to prevent violence from ""jihadis."" While it does target a specific group, it does not clearly fit into any of the other categories such as white grievance, irony, stereotypical, incitement, threatening, or inferiority. The post is more about a policy stance rather than a direct attack or stereotype."
3429,stereotypical,0.85,"The post perpetuates a negative stereotype by associating Muslims with violence, specifically the shooting of a police officer. Additionally, it implies a media bias against reporting such incidents, which further reinforces the stereotype. The confidence level is 0.85 as the post clearly fits the criteria for stereotypical language, although there is a small degree of uncertainty due to the lack of explicit derogatory terms."
19641,stereotypical,0.85,"The post generalizes Islam as a problem that ""makes monsters,"" which is a clear stereotype against a protected class. This kind of generalization contributes to misinformation and negative stereotypes about Muslims, fitting the category of ""Stereotypes and Misinformation."" The confidence level is 0.85 as the language used directly aligns with the characteristics of this class, although there is some room for interpretation based on the broader context."
16225,threatening,0.85,"The post expresses outrage over the perceived inability of a child to pray in public schools and directly calls for the deportation of Islam. The use of the hashtag #islamistheproblem and the phrase ""deport islam"" conveys a threatening sentiment towards Muslims, implying a desire for their removal. This aligns with the ""threatening"" class, as it suggests a violation of rights and freedoms. The confidence level is 0.85, reflecting the clear threatening language while acknowledging some room for interpretative nuance."
21443,stereotypical,0.85,"The post uses a derogatory stereotype to associate Arabic countries and ISIS with violence and chaos. This fits the ""stereotypical"" class as it attributes negative characteristics to a specific group based on their nationality and perceived association with a terrorist organization. The confidence level is 0.85 as the post clearly uses a stereotype to make its point, but there is a small degree of uncertainty due to the use of humor."
17915,white_grievance,0.9,"The post expresses a sense of victimhood and grievance among white people, describing violent acts committed against them by blacks and browns. This narrative fits the ""white grievance"" category, which includes frustration over perceived privileges of minority groups and the notion that majority groups are the real victims of racism. The high confidence level reflects the clear expression of white victimhood and grievance in the post."
7904,white_grievance,0.85,"The post expresses a sentiment that aligns with ""white grievance"" by suggesting that whites are a minority and implying a need to preserve the white race by preventing interracial dating. This fits the narrative of white grievance, where majority groups are cast as victims of racism or cultural dilution. The confidence level is 0.85 as the post directly references the perceived threat to the white population."
11441,white_grievance,0.85,"The post expresses a concern about the potential decline of the white population, which aligns with the ""white grievance"" category. This narrative often includes the perception that majority groups are under threat or are victims of racism. The confidence level is 0.85 as the post implies a sense of grievance and potential victimhood, although it does not explicitly state this."
8595,white_grievance,0.95,"The post expresses a clear sense of white grievance by stating that others are ""anti-white"" and have ""hatred for our whiteness."" It also mentions a rise in white identity and the shedding of white guilt, which aligns with the narrative of white grievance where majority groups are cast as victims of racism. The high confidence level reflects the explicit and direct expression of white grievance in the post."
3156,incitement,0.85,"The post uses inflammatory language to describe a violent incident, emphasizing the victim's race and the perpetrator's status as a ""non-white invader."" This language is designed to provoke anger and resentment, potentially inciting further divisive or harmful actions. The use of the term ""invader"" and the focus on the victim's race align with the characteristics of the ""incitement"" class. The confidence level is 0.85 as the post's intent to incite is clear, but there is some room for interpretation based on the broader context."
21472,other,0.7,"This post does not directly fit into any of the specified classes of implicit hate speech. It does not express white grievance, irony in a hateful context, stereotypes, incitement, threatening language, or inferiority. Instead, it makes a controversial and insensitive statement about false rape accusations, which is offensive but does not clearly fall into the given categories. Therefore, it is classified as ""other."""
13137,inferiority,0.85,"The post explicitly compares the intelligence and agency of young white men to Jews, implying that Jews are inferior in these aspects. This direct comparison and the suggestion that one group is superior to another align with the ""inferiority"" class of implicit hate speech. The confidence level is 0.85 as the language used clearly fits the criteria for inferiority language, but there is some room for interpretation based on the broader context."
21471,other,0.9,"This post does not fit into any of the specified implicit hate speech categories. It is a humorous or lighthearted comment about relationships and Christmas, and it does not target any protected class or exhibit characteristics of white grievance, irony, stereotyping, incitement, threatening language, or inferiority language. Therefore, it is classified as ""other."""
13601,irony,0.85,"The post uses sarcasm and mockery to demean both black people and ""white antifa warriors."" The phrase ""little black people"" is condescending, and the ironic tone of the post suggests a critical and dismissive attitude towards the situation described. This aligns with the ""irony"" class, as it uses sarcasm to attack or demean a protected class or individuals."
19861,other,0.8,"This post discusses the idea of using drug money to build a wall, which does not directly fit into any of the specified implicit hate speech categories. It does not express white grievance, use irony, perpetuate stereotypes, incite violence, convey inferiority, or make a direct threat. Therefore, it is best classified as ""other."" The confidence level is 0.8 as there is a possibility of indirect implications, but the message itself does not clearly fall into the other categories."
17776,other,0.8,"This post does not clearly fit into any of the defined implicit hate speech categories. It expresses a personal desire to use a tunnel to travel between Mexico and another location, but it does not contain any language that is explicitly threatening, stereotypical, or inciting. The context is too vague to definitively classify it into one of the specified categories."
19139,stereotypical,0.8,"The post suggests that certain murders are initiation rituals, implying a stereotype about a specific group, likely a racial or ethnic minority, being inherently violent or criminal. The use of the hashtag #truefacts further emphasizes the poster's belief in this stereotype. This fits the ""stereotypical"" category as it associates a protected class with negative attributes."
2590,stereotypical,0.85,"The post uses stereotypes to define who is and isn't ""white"" based on behavior, specifically attributing abortion to non-white women. This aligns with the ""stereotypical"" class as it uses misinformation and stereotypes to make a point about a protected class. The confidence level is 0.85 as the language and intent clearly fit the criteria for stereotyping."
12264,irony,0.8,"The post uses a tone that suggests disbelief and mockery towards the idea of Islam being a feminist religion. The phrase ""believe it or not"" and the description of the situation imply a sarcastic or ironic intent, fitting the ""irony"" class. The confidence level is 0.8 as the ironic tone is evident, but there is some room for interpretation based on the broader context."
13049,irony,0.85,"The post uses the hashtag #safespace and combines it with a stereotypical description of a group (""gay white male atheist feminists"") and the hashtag #altright. This juxtaposition suggests a mocking or sarcastic tone, which is characteristic of the ""irony"" class. The post seems to be ridiculing the concept of safe spaces and the associated group, fitting the use of irony to demean or attack a protected class."
6178,incitement,0.9,"The post discusses the idea of resurrecting a nation for white people, which aligns with the ""incitement"" class. This language promotes a sense of unity and power among white people and suggests a call to action to create a separate nation, which could incite divisive or harmful actions. The confidence level is high at 0.9 because the post explicitly promotes an ideology that elevates one group over others."
15269,stereotypical,0.85,"The post perpetuates stereotypes about Jewish people by making generalizations about their bravery and their motivations for staying in certain countries. The statement ""they try to pass as white"" also implies a form of deception, which is a negative attribute. This fits the ""Stereotypes and Misinformation"" category, as it associates a protected class with negative attributes and misinformation."
169,white_grievance,0.85,"The post expresses admiration for a statement that advocates for a ""white country"" and excludes black people. This aligns with the ""white grievance"" category, as it implies a sense of victimhood and a desire to maintain white majority or supremacy. The confidence level is 0.85 because the post clearly supports a statement that fits the white grievance narrative, but it does so indirectly by quoting someone else."
13805,white_grievance,0.85,"The post expresses a sense of loss and frustration within the white community due to perceived competition from Asians and South Asians, suggesting a sense of white grievance. The mention of the ""sense of supremacy is dead"" further emphasizes the feeling of victimhood and loss of privilege, which aligns with the ""white grievance"" category. The confidence level is 0.85 as the post directly addresses the frustration and perceived loss of status among whites."
12315,irony,0.85,"The post uses irony to convey a message, implying that the bars on the windows are not meant to keep out white people but rather another group, likely a minority group. The use of irony here is a form of implicit hate speech, as it indirectly targets and demeans a protected class."
8805,white_grievance,0.85,"The post expresses a sense of grievance and victimhood among white people, suggesting that they are being marginalized or targeted in a region described as ""jewish-dominated"" and ""increasingly anti-white."" This narrative fits the ""white grievance"" category, which often portrays majority groups as victims of racism or discrimination. The confidence level is 0.85 as the post clearly conveys a sense of white victimhood, though there could be some overlap with other categories."
3770,white_grievance,0.85,"This post highlights an incident where a black individual is reported to have attacked white people while expressing hatred towards them. The framing of the post suggests a sense of grievance or victimhood among white people, fitting the ""white grievance"" category. The post does not explicitly incite violence or threaten anyone directly, but it does perpetuate a sense of white victimhood, which is a key characteristic of white grievance."
7341,other,0.8,"This post discusses the racial characteristics of certain groups but does not explicitly fit into any of the defined categories of implicit hate speech. It does not express grievance, use irony, stereotype negatively, incite violence, threaten, or imply inferiority. Instead, it makes a statement about the perceived racial identity of Jews, which is not inherently hateful or threatening. Therefore, it is classified as ""other."""
14228,incitement,0.95,"The post explicitly references Hitler and expresses a desire for Germans to ""rise again,"" which is a clear example of incitement. This statement elevates known hate ideologies and implies a call to action or unity for a group associated with extremist behavior. The high confidence level reflects the direct and explicit nature of the inciting language used."
9367,white_grievance,0.85,"The post encourages viewers to watch a presumably pro-white or revisionist narrative and to retweet it, aiming to dispel what the poster sees as lies contributing to ""white hate."" This aligns with the ""white grievance"" category, as it expresses frustration over perceived anti-white sentiment and encourages actions to counter it. The confidence level is 0.85 because the post clearly expresses a sense of white victimhood and a call to address perceived injustices against whites."
19921,stereotypical,0.85,"The post generalizes and assigns specific positive attributes to Indians, such as being family-focused, hard-working, and ambitious. While these attributes are positive, the generalization itself is a form of stereotyping. The post implies a preference for one group over others based on these stereotypes, which fits the ""stereotypical"" class of implicit hate speech."
8191,white_grievance,0.85,"The post expresses frustration and grievance towards multiculturalism, which is often associated with anti-white sentiment in certain narratives. The use of the term ""anti-white"" and the expression of sadness over the promotion of multiculturalism align with the ""white grievance"" category. The confidence level is 0.85 as the post clearly expresses a sense of white victimhood."
20916,threatening,0.95,"The post contains explicit threats and offensive language directed towards individuals and groups. Phrases like ""It's a shame we stopped bombing you,"" ""Die soon, there's a good little faggot,"" and ""More black teens should end up like Trayvon"" convey a clear intent to harm, intimidate, and demean. This fits the ""threatening"" class as it includes direct threats of violence and harm, as well as derogatory language targeting specific groups. The high confidence level reflects the explicit and direct nature of the threats in the post."
12905,white_grievance,0.85,"The post expresses a grievance that Democrats hate white people and the South, which aligns with the ""white grievance"" category. The sentiment reflects a frustration over a perceived bias or hatred against white people, fitting the narrative of white victimhood. The use of the hashtag #jointaddress suggests a political context, further emphasizing the grievance."
11698,irony,0.8,"The post uses sarcasm to convey a message about building a wall at the Alabama border. The use of the phrase ""now that you mention it"" and the ellipsis indicates a ironic or sarcastic tone, which fits the ""irony"" class. The confidence level is 0.8 as the ironic intent is clear, but there could be some ambiguity in the interpretation."
3214,stereotypical,0.85,"The post uses the repetition of the word ""hate"" to question whether a certain religion is peaceful, implying that the religion is inherently associated with hate. This generalization fits the ""stereotypical"" class, as it attributes negative characteristics to a protected class. The confidence level is 0.85 because the post clearly uses a stereotype to cast a religion in a negative light, but there is a small degree of uncertainty due to the lack of explicit mention of the religion in question."
20839,threatening,0.9,"The post suggests that individuals who identify as ""furries"" (people who identify with or dress as animals) should be subject to hunting, which is a clear threat of violence. This aligns with the ""threatening"" class, as it conveys a speaker's commitment to a target's pain, injury, damage, loss, or violation of rights. The confidence level is high at 0.9 due to the explicit and violent nature of the threat."
4646,stereotypical,0.85,"The post perpetuates stereotypes about Jewish people by generalizing their attitudes towards white people. It suggests that Jews will only approve of those who are anti-white, which is a negative stereotype. This fits the ""stereotypical"" class as it associates a protected class with negative attributes. The confidence level is 0.85 as the post clearly conveys stereotypical sentiments, but there is a small degree of uncertainty due to the lack of explicit derogatory language."
4870,stereotypical,0.85,"The post uses derogatory language and hashtags that perpetuate negative stereotypes about Jewish people, such as #usury and #frauds. It also implies a conspiracy involving the U.S. government and Jewish entities like Mossad. This aligns with the ""stereotypical"" class, as it associates a protected class with negative attributes and misinformation. The confidence level is 0.85 as the post clearly conveys stereotypical sentiments, but there is some room for interpretation based on the broader context."
8145,white_grievance,0.9,"The post expresses a sentiment of white grievance by implying that the democratic base is biased against white people, particularly white men, and does not want them as representatives. This aligns with the ""white grievance"" category, which includes frustration over perceived privileges of minority groups and the idea that majority groups are the real victims of racism. The high confidence level reflects the clear expression of this grievance in the post."
13664,incitement,0.85,"The post discusses the return of a specific group (Scythians) and mentions the alt-right movement targeting ""human capital,"" suggesting a form of incitement. The use of the hashtag #altright and the context of the message indicate a call to action or unity for a specific ideological group, which aligns with the ""incitement"" category. The language is somewhat coded, but the reference to the alt-right and the implied action towards ""human capital"" contribute to the classification."
16276,white_grievance,0.85,"The post expresses nostalgia for a time when cities were supposedly better run by ""white supremacists,"" implying a sense of loss and frustration with current conditions. This aligns with the ""white grievance"" category, as it suggests that majority groups (white people) were better for society and are now victimized. The use of sarcasm (e.g., ""ebil racist"") also hints at irony, but the underlying message of white grievance is more prominent."
20325,threatening,0.95,"The post advocates for violent and aggressive actions against ISIS-controlled areas, including spraying pig blood and using bullets, which are clear threats of violence and harm. The detailed description of the proposed actions and the intent to cause fear align with the ""threatening"" class. The high confidence level reflects the explicit and direct nature of the threatening language used."
15049,white_grievance,0.95,"The post expresses frustration and a sense of victimhood, suggesting that there is an ""anti-white agenda"" and that any pro-white sentiment is suppressed and labeled as extremist. This aligns with the ""white grievance"" category, which includes feelings of resentment and perceived victimization of majority groups. The high confidence level reflects the clear expression of white grievance in the post."
10520,white_grievance,0.85,"The post expresses a sense of defeat and frustration, suggesting that the white community has lost its dominance to Jews and a ""rising tide of color."" This aligns with the ""white grievance"" category, which includes frustration over perceived privileges of minority groups and the idea that majority groups are the real victims of racism. The confidence level is 0.85, reflecting a high degree of certainty in this classification based on the clear expression of grievance and victimhood."
7888,white_grievance,0.8,"The post encourages white individuals to watch a video, suggesting a sense of pride and unity among white people. The hashtags #whiteandproud, #racism, and #doublestandards further imply a sense of grievance and frustration with perceived double standards against white people. This aligns with the ""white_grievance"" category, which includes expressions of frustration over perceived privileges of minority groups and the idea that majority groups are the real victims of racism."
20374,threatening,0.85,"The post advocates for the suspension of all visas and the removal of all undocumented immigrants, followed by a minimization of allowed immigrants. This conveys a commitment to the violation of rights and freedoms for a targeted group, aligning with the ""threatening"" class. The confidence level is 0.85 as the intent to threaten and restrict rights is clear, although it does not explicitly mention violence."
20158,threatening,0.9,"The post advocates for the forced removal of illegal alien protesters and their families, which is a clear threat to their rights and safety. The language used, such as ""round up,"" ""deport,"" and ""ship them all out,"" conveys a speaker commitment to a target's pain, injury, damage, loss, or violation of rights. This aligns with the ""threatening"" category of implicit hate speech."
8986,white_grievance,0.85,"The post expresses frustration and a sense of grievance towards the perceived inability or unwillingness of others to acknowledge the phrase ""white lives matter."" This aligns with the ""white grievance"" category, as it implies that white lives are not being valued or recognized, contributing to a narrative of white victimhood. The confidence level is 0.85 because the post clearly conveys a sense of grievance and frustration related to the perceived devaluation of white lives."
1054,white_grievance,0.85,"The post implies a grievance against the concept of ""white privilege"" and associates this grievance with Jewish people through the hashtag ""#withjewswelose."" This fits the ""white grievance"" category, as it expresses frustration over a perceived privilege of a minority group and casts majority groups as victims. The confidence level is 0.85 as the post strongly suggests a sense of white victimhood, although there is some room for interpretation."
3907,white_grievance,0.8,"The post expresses frustration over political outcomes, specifically mentioning ""third world immigration"" as an unwanted result. This aligns with the ""white grievance"" category, as it implies a sense of victimhood and resentment towards immigration policies that are perceived to be against the interests of the native (majority white) population. The confidence level is 0.8 as the post suggests a sense of grievance, although it does not explicitly mention race."
7005,white_grievance,0.8,"The post draws a parallel between the historical scapegoating of Jews by Hitler and the perceived scapegoating of the white race in the present context. By comparing the current situation to Hitler's campaign of hate and lies, the post implies that the white race is being unfairly targeted and victimized. This aligns with the ""white grievance"" category, which includes frustration over perceived privileges of minority groups and the idea that majority groups are the real victims of racism."
11267,threatening,0.8,"The post encourages reporting individuals perceived as ""illegals"" to immigration authorities, which implies a threat to their rights and freedoms. The use of the term ""kkklanneed"" and the expression of disgust suggest a hostile attitude towards the targeted group. The confidence level is 0.8 as the threatening nature is somewhat implicit, but the intent to report and the negative sentiment are clear."
14880,incitement,0.95,"The post explicitly calls for unity among white individuals and references the Ku Klux Klan (KKK), a known hate group. This aligns with the ""incitement"" class, as it elevates ingroup unity and power, and supports a hate group and its ideologies. The high confidence level reflects the clear and direct nature of the inciting language used."
8962,threatening,0.95,"The post explicitly calls for the execution of Angela Merkel, accusing her of attempting to commit genocide against the German people. This direct call for violence against a specific individual fits the ""threatening"" class, as it conveys a clear commitment to the target's harm. The high confidence level reflects the explicit and serious nature of the threat."
20539,inferiority,0.8,"The post suggests that something (or someone) should be avoided due to a presumed association with AIDS. This implies that the target is inferior and potentially dangerous due to a perceived health risk. The use of disease as a means to degrade or dehumanize aligns with the ""inferiority"" class, specifically the aspect of toxification. The confidence level is 0.8 as the post strongly suggests a dehumanizing sentiment, but there is some ambiguity without additional context."
16476,inferiority,0.85,"The post asserts that Italians are not white and labels them as ""half black,"" which is a derogatory and inferiority-implying statement. This aligns with the ""inferiority"" class, as it suggests that Italians are of a lower or different racial status compared to ""real white people."" The confidence level is 0.85 because the language used clearly conveys a sense of inferiority, although there could be some nuance in the interpretation of the term ""half black."""
10958,white_grievance,0.85,"The post expresses support for a people who are allegedly targeted, using the hashtag #globalwaronwhites, which suggests a sense of white victimhood and grievance. This aligns with the ""white grievance"" category, as it portrays white people as victims of a global war, implying that other groups are receiving unfair privileges or targeting whites. The confidence level is 0.85 as the post directly references a perceived threat to white people, fitting the definition of white grievance."
10921,white_grievance,0.95,"The post expresses a clear sense of white victimhood and grievance, suggesting that white people are under global attack and that this will escalate to mass murder. This narrative fits the ""white grievance"" category, which includes frustration over perceived privileges of minority groups and the idea that majority groups are the real victims of racism. The high confidence level reflects the explicit and direct expression of white grievance in the post."
16426,stereotypical,0.8,"The post perpetuates a stereotype by suggesting that a Jewish person is pretending to be a white man who is, in turn, pretending to be a Catholic priest. This kind of generalization and misrepresentation contributes to misinformation and stereotyping about Jewish people, fitting the category of ""Stereotypes and Misinformation."" The confidence level is 0.8 as the post clearly uses stereotypes, but there could be additional context or interpretations."
18005,stereotypical,0.9,"This post generalizes Jews as enemies of Christ, his followers, and Western civilization. This broad generalization perpetuates negative stereotypes and misinformation about a protected class, fitting the ""stereotypical"" category."
11759,stereotypical,0.85,"The post stereotypes Muslim women by associating them with ""evil shariah based muslim personal law"" and portrays them as imposing this law on non-Muslim (kafir) Indians. This narrative fits the ""stereotypical"" class as it attributes negative characteristics and intentions to a protected class, reinforcing misinformation and prejudice."
2400,white_grievance,0.85,"This post suggests a bias against white people, implying that white people are unfairly targeted or blamed, which aligns with the ""white grievance"" category. The statement ""you hate everybody who isn't white"" further reinforces this sense of grievance, as it portrays white people as victims of hatred. The confidence level is 0.85 as the post clearly expresses a sense of white victimhood, although there could be some nuance in interpretation."
847,white_grievance,0.85,"The post reframes ""white supremacy"" as ""white competency,"" suggesting that the success or dominance of white people is due to their competence rather than any systemic advantages or biases. This narrative fits the ""white grievance"" category, as it implies that white people are unfairly labeled as supremacists while actually being competent. The confidence level is 0.85 because the post clearly fits the definition of white grievance, but there is a small degree of uncertainty due to the potential for other interpretations."
13820,stereotypical,0.85,"The post suggests that there is a understandable reason why people hate Jews, implying a negative stereotype or generalization about the Jewish community. This aligns with the ""stereotypical"" class, as it associates a protected class with negative attributes. The confidence level is 0.85 because the post clearly implies a stereotype, but the exact nature of the stereotype is not specified."
16567,white_grievance,0.85,"The post expresses a sense of victimhood and grievance among white gentiles, particularly white males, by stating that Jews hate them and consider them their number one enemy. This narrative fits the ""white grievance"" category, as it portrays the majority group as victims of a minority group's animosity. The confidence level is 0.85 as the post directly expresses this sense of grievance, but there is a small degree of uncertainty due to the lack of explicit context."
